id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,112436,3655,0,367,532,3717.0,519.75,1.0160069465637207,0.9850372076034546,0,0,4032,3024
1,237917,3206,2663,825,356,3843.0,2882.25,1.0100969076156616,0.9881117939949036,0,0,4032,3024
2,86645,1834,1678,368,350,2079.0,1937.25,1.0077821016311646,0.9722905158996582,0,0,4032,3024
3,110708,3319,1663,626,374,3591.0,1748.25,1.0061802864074707,0.9899895787239075,0,0,4032,3024
4,149253,3565,1981,466,599,3843.0,2409.75,1.0052958726882935,0.9906569719314575,0,0,4032,3024
5,23231,3885,2429,146,251,3969.0,2504.25,1.0018868446350098,0.9865332841873169,0,0,4032,3024
6,231768,462,969,1203,405,819.0,992.25,1.0011287927627563,0.9848994016647339,0,0,4032,3024
7,170994,979,295,795,295,1575.0,519.75,1.000564455986023,0.9838809967041016,0,0,4032,3024
8,24396,2637,2713,254,143,2835.0,2787.75,1.0002068281173706,0.9889200925827026,0,0,4032,3024
9,178385,1593,743,805,489,1827.0,1086.75,0.9976803064346313,0.9745613932609558,0,0,4032,3024
10,266959,1802,0,1340,451,1827.0,330.75,0.9976545572280884,0.9847854971885681,0,0,4032,3024
11,51957,3459,0,243,332,3591.0,236.25,0.9975478053092957,0.9893370866775513,0,0,4032,3024
12,21634,2056,2791,133,232,2079.0,2882.25,0.9969539046287537,0.9883266687393188,0,0,4032,3024
13,80467,2803,2780,466,239,2961.0,2882.25,0.996882438659668,0.9866394996643066,0,0,4032,3024
14,147452,2295,424,550,517,2457.0,519.75,0.9966338872909546,0.9867157340049744,0,0,4032,3024
15,53831,1992,1400,296,314,2079.0,1464.75,0.9964173436164856,0.951758861541748,0,0,4032,3024
16,57958,238,641,161,483,315.0,1086.75,0.9960803389549255,0.9879571795463562,0,0,4032,3024
17,23910,674,0,239,133,693.0,47.25,0.9953762292861938,0.9916708469390869,0,0,4032,3024
18,59816,3285,2266,187,590,3465.0,2693.25,0.9948294758796692,0.9829896092414856,0,0,4032,3024
19,219799,564,2056,447,962,819.0,2315.25,0.9942833781242371,0.9823094606399536,0,0,4032,3024
20,23482,347,1421,370,124,441.0,1464.75,0.9929965734481812,0.9827739000320435,0,0,4032,3024
21,21320,0,162,95,301,63.0,330.75,0.9927207827568054,0.9886220693588257,0,0,4032,3024
22,34835,2855,354,279,207,2961.0,425.25,0.9923334717750549,0.9866533875465393,0,0,4032,3024
23,36441,53,1233,329,179,63.0,1275.75,0.9922904372215271,0.985938549041748,0,0,4032,3024
