id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,95495,3546,1669,485,374,3591.0,1937.25,1.009777545928955,0.9904520511627197,0,0,4032,3024
1,70701,3783,2171,248,429,3969.0,2220.75,1.0086803436279297,0.9883727431297302,0,0,4032,3024
2,100909,2265,1683,409,363,2457.0,1937.25,1.0059082508087158,0.9734713435173035,0,0,4032,3024
3,156457,3429,2679,602,340,3717.0,2787.75,1.0058292150497437,0.9847680926322937,0,0,4032,3024
4,189076,1228,276,879,294,1827.0,330.75,0.9998388886451721,0.9869239926338196,0,0,4032,3024
5,22768,2173,2788,133,235,2205.0,2976.75,0.9986706376075745,0.9888219237327576,0,0,4032,3024
6,18459,16,2742,124,192,63.0,2882.25,0.9980581402778625,0.9927614331245422,0,0,4032,3024
7,238727,829,957,1263,417,1071.0,1181.25,0.9979187250137329,0.9836463332176208,0,0,4032,3024
8,57137,393,630,159,476,441.0,1086.75,0.9966067671775818,0.9873201847076416,0,0,4032,3024
9,75945,324,211,458,394,693.0,425.25,0.9964343905448914,0.985313892364502,0,0,4032,3024
10,90574,2963,2786,507,234,3087.0,2882.25,0.9964147806167603,0.9852649569511414,0,0,4032,3024
11,60893,0,392,202,535,189.0,519.75,0.9950191974639893,0.9751132130622864,0,0,4032,3024
12,227293,690,2019,464,999,945.0,2315.25,0.9947269558906555,0.9809693098068237,0,0,4032,3024
13,25684,2812,2717,261,149,2961.0,2787.75,0.9944891333580017,0.989473283290863,0,0,4032,3024
14,15508,1405,2009,157,162,1449.0,2031.75,0.9940135478973389,0.9847670197486877,0,0,4032,3024
15,58695,3577,0,271,334,3717.0,47.25,0.9933056831359863,0.9859764575958252,0,0,4032,3024
16,418056,2870,195,1101,1069,3213.0,803.25,0.9924873113632202,0.9732536673545837,0,0,4032,3024
17,19915,828,0,232,116,945.0,47.25,0.9923887848854065,0.9921495914459229,0,0,4032,3024
18,85266,1021,2437,319,582,1071.0,2598.75,0.9915790557861328,0.9753428101539612,0,0,4032,3024
19,44046,3650,1467,381,175,3969.0,1559.25,0.9913774728775024,0.9860008955001831,0,0,4032,3024
20,25858,1863,32,272,204,1953.0,47.25,0.990983784198761,0.9851422309875488,0,0,4032,3024
21,36355,419,1690,156,328,567.0,1748.25,0.9904876947402954,0.9872642755508423,0,0,4032,3024
22,43890,2195,1909,284,289,2331.0,2126.25,0.9904640316963196,0.956946849822998,0,0,4032,3024
23,153584,2658,416,575,522,2961.0,614.25,0.9904437065124512,0.9858167171478271,0,0,4032,3024
24,157906,779,564,1096,270,1575.0,614.25,0.9903415441513062,0.9595229029655457,0,0,4032,3024
25,196882,1279,628,823,607,1827.0,803.25,0.99001145362854,0.9786326289176941,0,0,4032,3024
26,55045,2208,533,434,438,2583.0,614.25,0.9899249076843262,0.9792472124099731,0,0,4032,3024
27,31595,3562,2031,432,170,3717.0,2126.25,0.9896528720855713,0.9865413308143616,0,0,4032,3024
28,259377,2157,0,1362,432,2331.0,141.75,0.9891107678413391,0.9787050485610962,0,0,4032,3024
29,35411,3795,0,228,213,3969.0,47.25,0.9886420965194702,0.9863731861114502,0,0,4032,3024
30,14377,3888,543,122,227,3969.0,614.25,0.9884127378463745,0.9880450367927551,0,0,4032,3024
31,56136,672,1703,281,518,693.0,1842.75,0.9883401989936829,0.9828344583511353,0,0,4032,3024
32,51475,0,882,254,433,189.0,1086.75,0.9879189729690552,0.9790019989013672,0,0,4032,3024
33,54638,2313,533,329,301,2457.0,803.25,0.9877908825874329,0.9824943542480469,0,0,4032,3024
34,97824,1131,1669,592,348,1323.0,1748.25,0.9877600073814392,0.9837857484817505,0,0,4032,3024
35,123441,1381,2309,518,694,1575.0,2882.25,0.9875870943069458,0.9802520275115967,0,0,4032,3024
36,33349,137,142,145,308,189.0,236.25,0.9872018098831177,0.9876602292060852,0,0,4032,3024
37,46667,84,1531,528,152,315.0,1559.25,0.987186074256897,0.9822982549667358,0,0,4032,3024
38,209215,1954,725,892,506,2205.0,1181.25,0.9863420724868774,0.9767502546310425,0,0,4032,3024
39,16432,3912,0,111,190,3969.0,141.75,0.9861531257629395,0.9835778474807739,0,0,4032,3024
40,59382,2424,1392,311,327,2583.0,1559.25,0.9856142997741699,0.9723001718521118,0,0,4032,3024
41,10650,411,2276,102,137,441.0,2315.25,0.9850229024887085,0.9893527626991272,0,0,4032,3024
42,26057,3549,2256,339,136,3843.0,2315.25,0.9847930073738098,0.9858580231666565,0,0,4032,3024
43,173106,962,1790,519,789,1197.0,2409.75,0.984658420085907,0.9802975058555603,0,0,4032,3024
44,62463,3475,2283,216,589,3591.0,2409.75,0.9841521382331848,0.980925977230072,0,0,4032,3024
45,33666,993,1421,406,141,1071.0,1464.75,0.9837275743484497,0.9831816554069519,0,0,4032,3024
46,36377,202,1223,324,178,441.0,1275.75,0.9837229251861572,0.9841560125350952,0,0,4032,3024
47,30577,612,1070,259,335,819.0,1370.25,0.9835004210472107,0.983450174331665,0,0,4032,3024
48,196422,1664,1145,544,707,1953.0,1559.25,0.9834882020950317,0.9689680933952332,0,0,4032,3024
49,126899,956,2141,386,878,1071.0,2598.75,0.9826923608779907,0.9779292941093445,0,0,4032,3024
50,189427,389,1981,323,1037,693.0,2315.25,0.9825485944747925,0.9720672965049744,0,0,4032,3024
51,167284,2175,132,980,500,2583.0,330.75,0.982479989528656,0.9733147025108337,0,0,4032,3024
52,530963,2140,1052,977,861,2583.0,1370.25,0.9812739491462708,0.9684314727783203,0,0,4032,3024
53,32797,2145,2711,162,312,2205.0,2976.75,0.9812413454055786,0.9836699962615967,0,0,4032,3024
54,19300,284,1443,256,126,441.0,1464.75,0.9807630777359009,0.97672039270401,0,0,4032,3024
55,13172,1518,961,191,115,1575.0,992.25,0.9805596470832825,0.984720766544342,0,0,4032,3024
56,30551,817,1750,169,295,945.0,1937.25,0.9803440570831299,0.9767712950706482,0,0,4032,3024
57,28239,1994,2443,208,270,2079.0,2504.25,0.9802986979484558,0.9821641445159912,0,0,4032,3024
58,10270,2144,2710,128,122,2205.0,2787.75,0.9794862866401672,0.9835954904556274,0,0,4032,3024
59,16157,2704,2052,149,220,2835.0,2220.75,0.9794158339500427,0.9832985401153564,0,0,4032,3024
60,34962,3064,91,324,256,3339.0,141.75,0.979340136051178,0.9681019186973572,0,0,4032,3024
61,20217,1763,676,247,142,1827.0,708.75,0.9790772795677185,0.984437108039856,0,0,4032,3024
62,35178,1118,1877,310,373,1197.0,1937.25,0.978053092956543,0.9781301021575928,0,0,4032,3024
63,345664,2646,1908,914,803,2835.0,2315.25,0.9775534868240356,0.96339350938797,0,0,4032,3024
64,428641,1186,2115,1000,903,1449.0,2976.75,0.9770838022232056,0.9551869630813599,0,0,4032,3024
65,426481,2156,0,1359,624,2709.0,236.25,0.9769365787506104,0.9693460464477539,0,0,4032,3024
66,21336,919,1634,215,160,1071.0,1748.25,0.9769296050071716,0.9875174760818481,0,0,4032,3024
67,420116,3018,1294,738,890,3591.0,1653.75,0.9767799973487854,0.9652580618858337,0,0,4032,3024
68,24079,3364,204,156,372,3465.0,330.75,0.9766190052032471,0.9782305359840393,0,0,4032,3024
69,106684,0,1925,431,797,315.0,2126.25,0.9760308265686035,0.9668840169906616,0,0,4032,3024
70,23901,2681,770,288,208,2835.0,803.25,0.975553035736084,0.9771844148635864,0,0,4032,3024
71,109094,3451,0,397,424,3717.0,236.25,0.9754413366317749,0.9844842553138733,0,0,4032,3024
72,26913,1570,1581,259,264,1701.0,1748.25,0.9752106070518494,0.9794792532920837,0,0,4032,3024
73,29735,1411,1657,268,217,1575.0,1748.25,0.9751707315444946,0.9826976656913757,0,0,4032,3024
74,412245,3019,828,733,1356,3213.0,2031.75,0.9751158356666565,0.9529538154602051,0,0,4032,3024
75,17603,185,355,144,270,315.0,425.25,0.9749245643615723,0.9802520275115967,0,0,4032,3024
76,12219,0,308,122,198,63.0,330.75,0.9747090935707092,0.9726347923278809,0,0,4032,3024
77,31753,707,1515,436,155,945.0,1559.25,0.9736905694007874,0.9768593311309814,0,0,4032,3024
78,50662,3451,17,217,409,3591.0,141.75,0.9736834168434143,0.9824671149253845,0,0,4032,3024
79,29794,345,459,248,193,441.0,519.75,0.9729358553886414,0.983680248260498,0,0,4032,3024
80,22705,512,1414,354,121,693.0,1464.75,0.972400426864624,0.9812448024749756,0,0,4032,3024
81,13694,0,8,206,121,63.0,47.25,0.9721803665161133,0.9873867630958557,0,0,4032,3024
82,13029,1164,1610,185,94,1323.0,1653.75,0.9713746309280396,0.9824281334877014,0,0,4032,3024
83,215580,2259,2591,746,428,2835.0,2976.75,0.9711936116218567,0.9719201326370239,0,0,4032,3024
84,97208,3532,1108,499,365,3717.0,1275.75,0.9710661768913269,0.9725044369697571,0,0,4032,3024
85,11267,3349,91,124,177,3465.0,236.25,0.9710318446159363,0.9779670238494873,0,0,4032,3024
86,12108,1381,874,140,147,1449.0,992.25,0.9707814455032349,0.976747989654541,0,0,4032,3024
87,53724,0,1822,415,449,189.0,1937.25,0.9705533385276794,0.9750528335571289,0,0,4032,3024
88,31353,1093,1533,298,170,1323.0,1653.75,0.9704858064651489,0.9773157238960266,0,0,4032,3024
89,34495,1518,1915,289,221,1701.0,2126.25,0.9700201749801636,0.9710848927497864,0,0,4032,3024
90,9466,1701,0,48,279,1701.0,236.25,0.9697614312171936,0.9869897961616516,0,0,4032,3024
91,22428,3171,315,270,175,3339.0,330.75,0.9695209860801697,0.981014609336853,0,0,4032,3024
92,8826,2893,1899,162,100,2961.0,1937.25,0.9694849848747253,0.9862751960754395,0,0,4032,3024
93,44663,1518,1915,550,220,1701.0,2031.75,0.9686529636383057,0.9736655950546265,0,0,4032,3024
94,23484,290,17,250,175,315.0,141.75,0.9685829877853394,0.9829156994819641,0,0,4032,3024
95,345459,2207,1910,1358,801,3339.0,2315.25,0.9681228399276733,0.9643159508705139,0,0,4032,3024
96,10893,1896,1968,177,118,1953.0,2031.75,0.9677596688270569,0.9762964248657227,0,0,4032,3024
97,13447,3554,959,141,165,3591.0,992.25,0.9672477841377258,0.9844903945922852,0,0,4032,3024
98,19602,528,556,163,187,567.0,614.25,0.9672039747238159,0.9823630452156067,0,0,4032,3024
99,19274,3793,0,121,212,3843.0,141.75,0.9668579697608948,0.9770769476890564,0,0,4032,3024
100,20971,280,294,215,209,441.0,425.25,0.9666001200675964,0.9837732911109924,0,0,4032,3024
101,152529,3586,654,445,592,3843.0,1086.75,0.9665037393569946,0.9741302728652954,0,0,4032,3024
102,17616,799,484,174,151,819.0,519.75,0.9652199745178223,0.9849048256874084,0,0,4032,3024
103,35321,657,400,145,479,693.0,803.25,0.965042233467102,0.9765061140060425,0,0,4032,3024
104,15705,1460,0,239,286,1575.0,141.75,0.9647471904754639,0.984083890914917,0,0,4032,3024
105,34806,2140,667,174,330,2205.0,803.25,0.9642555117607117,0.9732702374458313,0,0,4032,3024
