id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,429479,2953,2542,1078,476,3087.0,2976.75,1.015567421913147,0.9907564520835876,0,0,4032,3024
1,85979,3363,0,325,436,3591.0,236.25,1.0100675821304321,0.9895418882369995,0,0,4032,3024
2,105441,3608,2054,423,494,3717.0,2504.25,1.007479190826416,0.9908782839775085,0,0,4032,3024
3,58585,3686,0,259,543,3717.0,47.25,1.0053229331970215,0.9902828335762024,0,0,4032,3024
4,173395,3312,1778,592,686,3843.0,1937.25,1.0030728578567505,0.9888266921043396,0,0,4032,3024
5,72810,0,195,299,411,189.0,425.25,1.0007779598236084,0.9875549077987671,0,0,4032,3024
6,151727,637,181,705,290,693.0,236.25,1.0004658699035645,0.9885838031768799,0,0,4032,3024
7,105353,3068,1554,609,377,3591.0,1653.75,0.9987754821777344,0.9893119931221008,0,0,4032,3024
8,233222,0,822,1056,408,945.0,992.25,0.9981603622436523,0.9880030751228333,0,0,4032,3024
9,47726,1485,1219,279,286,1575.0,1275.75,0.9964385032653809,0.9615534543991089,0,0,4032,3024
10,23986,2430,2622,246,141,2583.0,2693.25,0.9962228536605835,0.988064169883728,0,0,4032,3024
11,60222,1506,356,333,389,1701.0,614.25,0.9959360361099243,0.9813002943992615,0,0,4032,3024
12,24615,1359,2434,272,141,1575.0,2504.25,0.9953947067260742,0.9859188795089722,0,0,4032,3024
13,33860,3075,0,206,258,3213.0,141.75,0.9949008822441101,0.9919086694717407,0,0,4032,3024
14,426395,1923,61,1166,1199,2457.0,708.75,0.9947942495346069,0.9793596863746643,0,0,4032,3024
15,55821,3048,2168,168,570,3087.0,2504.25,0.9947308301925659,0.986373245716095,0,0,4032,3024
16,231202,389,2048,457,970,693.0,2598.75,0.99463951587677,0.9810962080955505,0,0,4032,3024
17,186103,491,511,801,540,945.0,803.25,0.9932411909103394,0.9784384369850159,0,0,4032,3024
18,128408,1067,2263,525,680,1197.0,2787.75,0.9925647974014282,0.9837205410003662,0,0,4032,3024
19,40989,2550,0,230,285,2583.0,47.25,0.992173969745636,0.9862861037254333,0,0,4032,3024
20,146274,1843,259,541,523,2205.0,425.25,0.991935670375824,0.9813575148582458,0,0,4032,3024
21,23935,560,1590,244,164,567.0,1653.75,0.9904897212982178,0.9884527325630188,0,0,4032,3024
22,172905,637,1760,514,771,819.0,2315.25,0.989955723285675,0.9803979992866516,0,0,4032,3024
23,27048,3060,393,131,295,3087.0,614.25,0.9891561269760132,0.9892967343330383,0,0,4032,3024
24,25467,14,604,151,240,63.0,803.25,0.9881113767623901,0.9841164946556091,0,0,4032,3024
25,231109,95,2060,752,958,819.0,2976.75,0.9874287843704224,0.9690338969230652,0,0,4032,3024
26,244758,0,1996,620,1022,441.0,2787.75,0.9870619773864746,0.950700044631958,0,0,4032,3024
27,196372,85,1911,310,1107,189.0,2787.75,0.9869112968444824,0.9798584580421448,0,0,4032,3024
28,95175,699,2319,337,700,819.0,2787.75,0.9866772294044495,0.9670640826225281,0,0,4032,3024
29,58112,304,1661,290,510,567.0,2031.75,0.9865625500679016,0.9753281474113464,0,0,4032,3024
