id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,579857,2591,2235,1187,651,3465.0,2787.75,1.0133641958236694,0.9843173623085022,0,0,4032,3024
1,27731,2973,0,205,201,3087.0,141.75,1.0121885538101196,0.9926721453666687,0,0,4032,3024
2,149612,2939,1498,552,704,3465.0,1559.25,1.0063319206237793,0.9735004901885986,0,0,4032,3024
3,175764,2242,2603,702,417,2331.0,2787.75,1.0044655799865723,0.9898857474327087,0,0,4032,3024
4,582880,2336,2233,1443,780,3465.0,2315.25,1.0033169984817505,0.9859960675239563,0,0,4032,3024
5,135149,3190,1627,616,584,3591.0,1937.25,1.0007740259170532,0.9868722558021545,0,0,4032,3024
6,102422,3540,1850,491,378,3843.0,2126.25,0.9999477863311768,0.988392174243927,0,0,4032,3024
7,25303,2124,2347,243,154,2331.0,2409.75,0.9976005554199219,0.991540789604187,0,0,4032,3024
8,95159,2701,1288,588,365,2961.0,1370.25,0.9973530173301697,0.9887996315956116,0,0,4032,3024
9,22505,3553,2862,190,161,3591.0,2976.75,0.9958325028419495,0.9695696234703064,0,0,4032,3024
10,67466,2035,1822,585,350,2205.0,1937.25,0.9953171014785767,0.9845547080039978,0,0,4032,3024
11,103477,3201,1850,830,377,3969.0,1937.25,0.9950313568115234,0.983664870262146,0,0,4032,3024
12,171181,0,94,760,485,189.0,330.75,0.9944586157798767,0.9835012555122375,0,0,4032,3024
13,84211,3870,2162,161,582,3969.0,2220.75,0.9942030906677246,0.9807669520378113,0,0,4032,3024
14,45210,3664,2732,244,288,3843.0,2976.75,0.9939414262771606,0.9764944911003113,0,0,4032,3024
15,93902,1324,0,509,362,1701.0,47.25,0.991753339767456,0.9817694425582886,0,0,4032,3024
16,43326,2760,138,482,355,3213.0,425.25,0.99152672290802,0.9787068963050842,0,0,4032,3024
17,18691,1677,2563,125,229,1701.0,2598.75,0.9910569190979004,0.9832909107208252,0,0,4032,3024
18,46375,2694,1907,144,512,2709.0,1937.25,0.9908177256584167,0.9836373925209045,0,0,4032,3024
19,28606,3410,0,147,324,3465.0,141.75,0.9907243251800537,0.9901602864265442,0,0,4032,3024
20,268608,120,1822,496,1195,441.0,2693.25,0.9901358485221863,0.9793261885643005,0,0,4032,3024
21,60142,0,1452,300,512,63.0,1559.25,0.9900665283203125,0.98729407787323,0,0,4032,3024
22,49969,933,1916,303,283,945.0,2031.75,0.9894799590110779,0.9831547737121582,0,0,4032,3024
23,34508,3038,2874,326,147,3339.0,2976.75,0.9880959987640381,0.9857369065284729,0,0,4032,3024
24,70348,295,518,380,401,567.0,897.75,0.9862095713615417,0.9777727723121643,0,0,4032,3024
25,23919,3868,1676,163,189,3969.0,1842.75,0.9851546287536621,0.9874054193496704,0,0,4032,3024
26,123686,795,2083,540,647,945.0,2598.75,0.9844801425933838,0.9754596948623657,0,0,4032,3024
27,34627,2264,31,197,375,2331.0,236.25,0.9840245842933655,0.9840987920761108,0,0,4032,3024
28,2372812,300,161,2053,1898,2079.0,992.25,0.9837930202484131,0.950340986251831,0,0,4032,3024
29,29421,3050,1437,169,254,3087.0,1653.75,0.9837645292282104,0.9806092977523804,0,0,4032,3024
30,15470,1262,550,119,272,1323.0,708.75,0.9836135506629944,0.9822595119476318,0,0,4032,3024
31,55431,2430,1170,351,335,2457.0,1464.75,0.9830406904220581,0.9792008996009827,0,0,4032,3024
