id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,78790,3811,0,220,529,3969.0,425.25,1.011033535003662,0.9909142851829529,0,0,4032,3024
1,100772,3698,2107,333,493,3843.0,2409.75,1.004465103149414,0.9899571537971497,0,0,4032,3024
2,110673,3454,1672,577,374,3591.0,2031.75,1.0035715103149414,0.9891648292541504,0,0,4032,3024
3,16307,0,2748,104,191,63.0,2882.25,1.0024819374084473,0.9932737946510315,0,0,4032,3024
4,181404,1148,294,860,297,1701.0,330.75,1.0019651651382446,0.9881447553634644,0,0,4032,3024
5,45867,3670,0,236,259,3843.0,141.75,1.0015804767608643,0.9880617260932922,0,0,4032,3024
6,231624,720,971,1084,412,1575.0,1275.75,1.000771164894104,0.9844133853912354,0,0,4032,3024
7,228095,649,1993,459,1025,819.0,2787.75,0.9998357892036438,0.9793470501899719,0,0,4032,3024
8,183715,3343,2678,688,341,3717.0,2976.75,0.9997481107711792,0.9913287162780762,0,0,4032,3024
9,25228,1829,42,267,202,1953.0,47.25,0.9996978640556335,0.9857625961303711,0,0,4032,3024
10,93283,2118,1689,390,355,2331.0,1937.25,0.9987419247627258,0.9735065698623657,0,0,4032,3024
11,48490,0,408,149,538,63.0,425.25,0.9977165460586548,0.9886200428009033,0,0,4032,3024
12,23228,782,0,233,130,819.0,47.25,0.9968858957290649,0.994590163230896,0,0,4032,3024
13,415246,2722,221,1097,1065,3087.0,803.25,0.9958301782608032,0.9750161170959473,0,0,4032,3024
14,57293,348,642,163,475,441.0,992.25,0.9951524138450623,0.9888225197792053,0,0,4032,3024
15,84988,2908,2787,496,233,3087.0,2976.75,0.994773268699646,0.9836779236793518,0,0,4032,3024
16,62494,3408,2276,208,598,3465.0,2598.75,0.9943029880523682,0.9813617467880249,0,0,4032,3024
17,56680,3578,1470,453,193,3969.0,1653.75,0.9938480854034424,0.9804726243019104,0,0,4032,3024
18,25580,2753,2719,259,148,2961.0,2787.75,0.9937300086021423,0.9883788824081421,0,0,4032,3024
19,276072,2035,0,1397,450,2205.0,236.25,0.9934232234954834,0.9845091104507446,0,0,4032,3024
20,21977,2135,2796,132,227,2205.0,2976.75,0.9927895069122314,0.9892725944519043,0,0,4032,3024
21,10615,372,2284,102,138,441.0,2315.25,0.9927016496658325,0.9876357913017273,0,0,4032,3024
22,192820,1166,644,803,604,1701.0,803.25,0.9922593235969543,0.9776297807693481,0,0,4032,3024
23,75081,274,225,451,394,315.0,236.25,0.9922033548355103,0.9866119623184204,0,0,4032,3024
24,124513,1337,2314,518,692,1575.0,2882.25,0.9915603399276733,0.9813753962516785,0,0,4032,3024
25,33561,940,1429,413,141,1323.0,1559.25,0.9913794994354248,0.973478376865387,0,0,4032,3024
26,162226,2048,150,973,507,2457.0,330.75,0.9911465048789978,0.9803173542022705,0,0,4032,3024
27,91615,1084,1675,571,329,1575.0,1937.25,0.9910769462585449,0.9838026762008667,0,0,4032,3024
28,150074,2531,400,559,550,2835.0,614.25,0.9905425906181335,0.9843403100967407,0,0,4032,3024
29,56077,625,1708,280,516,693.0,1842.75,0.9895987510681152,0.9833015203475952,0,0,4032,3024
30,193066,1833,742,853,497,2457.0,803.25,0.9889873266220093,0.9790436625480652,0,0,4032,3024
31,38700,3012,98,285,276,3213.0,141.75,0.9882878065109253,0.9813629388809204,0,0,4032,3024
32,55536,2273,1410,301,312,2331.0,1464.75,0.9872114062309265,0.9670382142066956,0,0,4032,3024
33,183466,348,1992,314,1026,567.0,2220.75,0.9862868785858154,0.9785977005958557,0,0,4032,3024
34,36136,157,1232,322,179,189.0,1370.25,0.9860550165176392,0.9859263300895691,0,0,4032,3024
35,150928,688,583,1078,265,1575.0,614.25,0.9856972098350525,0.9646244049072266,0,0,4032,3024
36,24272,3500,2256,307,137,3591.0,2315.25,0.9856100678443909,0.9867435693740845,0,0,4032,3024
37,174411,917,1790,520,795,1197.0,2126.25,0.9855918884277344,0.9827380180358887,0,0,4032,3024
38,46016,0,915,226,396,63.0,992.25,0.9854971766471863,0.9845818877220154,0,0,4032,3024
39,54054,2190,548,325,310,2331.0,803.25,0.9853228330612183,0.9812931418418884,0,0,4032,3024
40,32792,78,158,148,303,189.0,236.25,0.9852832555770874,0.9879682660102844,0,0,4032,3024
41,126013,913,2147,382,872,1071.0,2693.25,0.9844841957092285,0.9811370968818665,0,0,4032,3024
42,30261,3432,1330,298,166,3591.0,1370.25,0.9832026958465576,0.9821533560752869,0,0,4032,3024
43,113772,3295,0,402,449,3591.0,47.25,0.9829117059707642,0.9840953350067139,0,0,4032,3024
44,22959,459,1421,361,124,567.0,1464.75,0.9828288555145264,0.9814152121543884,0,0,4032,3024
45,32650,3453,2034,468,189,3591.0,2126.25,0.9823262691497803,0.9852874279022217,0,0,4032,3024
46,28657,1653,675,287,152,1827.0,803.25,0.9820874333381653,0.9833356142044067,0,0,4032,3024
47,37207,377,1698,157,326,441.0,1937.25,0.9815284609794617,0.9870185256004333,0,0,4032,3024
48,34220,2096,2686,171,337,2205.0,2976.75,0.9813388586044312,0.980675220489502,0,0,4032,3024
49,22087,3766,527,177,253,3843.0,614.25,0.9812483191490173,0.9847239255905151,0,0,4032,3024
50,20974,1188,857,210,170,1323.0,897.75,0.9811906814575195,0.984674334526062,0,0,4032,3024
51,85236,969,2409,327,610,1071.0,2787.75,0.9805353283882141,0.9716587066650391,0,0,4032,3024
52,47158,33,1538,530,154,189.0,1559.25,0.9799001216888428,0.9826984405517578,0,0,4032,3024
53,21769,2547,2035,161,243,2583.0,2126.25,0.9798636436462402,0.9844568967819214,0,0,4032,3024
54,30086,527,1725,107,381,567.0,1748.25,0.9794421792030334,0.983645498752594,0,0,4032,3024
55,505905,1984,1067,959,847,2583.0,1464.75,0.9793067574501038,0.9730123281478882,0,0,4032,3024
56,14289,222,619,152,177,315.0,708.75,0.9791006445884705,0.9856924414634705,0,0,4032,3024
57,112014,3456,1123,575,369,3843.0,1464.75,0.9788159728050232,0.9655051231384277,0,0,4032,3024
58,158261,689,304,1083,545,945.0,803.25,0.9787286520004272,0.9686165452003479,0,0,4032,3024
59,31349,768,1762,174,283,819.0,1937.25,0.9786656498908997,0.9810164570808411,0,0,4032,3024
60,121006,3295,0,402,923,3591.0,236.25,0.9777541160583496,0.9585297107696533,0,0,4032,3024
61,21492,2713,1880,183,213,2835.0,2031.75,0.9774494767189026,0.9795053601264954,0,0,4032,3024
62,182660,1539,1156,531,712,1827.0,1275.75,0.9772680401802063,0.9708933234214783,0,0,4032,3024
63,10099,1368,0,176,91,1449.0,47.25,0.9769934415817261,0.9851611852645874,0,0,4032,3024
64,30776,562,1077,267,338,693.0,1275.75,0.9753416180610657,0.9807828664779663,0,0,4032,3024
65,19971,471,568,171,196,567.0,708.75,0.9744587540626526,0.9835585355758667,0,0,4032,3024
66,141663,0,1825,393,756,63.0,2126.25,0.9742074012756348,0.9801878333091736,0,0,4032,3024
67,32394,1047,1540,307,170,1197.0,1653.75,0.9737758636474609,0.9793461561203003,0,0,4032,3024
68,42187,1176,26,206,290,1197.0,141.75,0.973565936088562,0.9798498749732971,0,0,4032,3024
69,35426,1082,1883,305,373,1323.0,2126.25,0.9734072089195251,0.9788386225700378,0,0,4032,3024
70,20988,874,1641,214,156,945.0,1748.25,0.9733187556266785,0.9872680902481079,0,0,4032,3024
71,22185,1898,2436,181,275,1953.0,2598.75,0.972359299659729,0.9821468591690063,0,0,4032,3024
72,11578,1453,993,198,116,1575.0,1086.75,0.9712838530540466,0.9815100431442261,0,0,4032,3024
73,384698,0,2018,873,1001,693.0,2787.75,0.9710068702697754,0.9561667442321777,0,0,4032,3024
74,19681,134,368,150,277,189.0,425.25,0.9707898497581482,0.9805854558944702,0,0,4032,3024
75,32981,3046,328,321,211,3087.0,425.25,0.9704763889312744,0.9768605828285217,0,0,4032,3024
76,32770,3025,2333,243,298,3213.0,2409.75,0.9702271223068237,0.9805384874343872,0,0,4032,3024
77,11296,1367,2040,127,141,1449.0,2126.25,0.970067024230957,0.9833172559738159,0,0,4032,3024
78,29783,1374,1658,268,224,1575.0,1748.25,0.9696544408798218,0.977554976940155,0,0,4032,3024
79,12235,1295,1947,121,166,1323.0,2031.75,0.9694362878799438,0.9821761250495911,0,0,4032,3024
80,12811,565,0,210,92,693.0,47.25,0.9693936109542847,0.9847452640533447,0,0,4032,3024
81,209904,2219,2594,774,425,2709.0,2787.75,0.9693303108215332,0.9652987122535706,0,0,4032,3024
82,6441,683,2623,72,130,693.0,2693.25,0.9685893058776855,0.987500011920929,0,0,4032,3024
83,29234,289,471,248,191,441.0,614.25,0.9679893255233765,0.9831365346908569,0,0,4032,3024
84,90694,2730,297,508,406,2835.0,425.25,0.9676671028137207,0.9766265749931335,0,0,4032,3024
85,47288,0,1824,376,367,189.0,1937.25,0.9673283696174622,0.9733976125717163,0,0,4032,3024
86,29411,1416,1924,265,214,1575.0,2126.25,0.9672664999961853,0.9618078470230103,0,0,4032,3024
87,14392,0,1125,156,264,63.0,1275.75,0.9669023752212524,0.9756834506988525,0,0,4032,3024
88,25739,2542,784,296,203,2709.0,897.75,0.9668314456939697,0.9726882576942444,0,0,4032,3024
89,12365,3521,697,171,249,3591.0,897.75,0.9664162397384644,0.9760876297950745,0,0,4032,3024
90,31612,657,1522,431,155,693.0,1653.75,0.9663914442062378,0.9772663116455078,0,0,4032,3024
91,31085,396,0,330,278,567.0,47.25,0.9663193225860596,0.9683794379234314,0,0,4032,3024
92,23982,238,31,264,176,315.0,141.75,0.9662656188011169,0.9818971157073975,0,0,4032,3024
93,32738,606,410,149,472,693.0,803.25,0.9662009477615356,0.9761552810668945,0,0,4032,3024
94,8451,13,0,131,106,63.0,47.25,0.9660362601280212,0.983664333820343,0,0,4032,3024
95,39107,1417,1924,514,214,1575.0,2031.75,0.9660221338272095,0.9714667201042175,0,0,4032,3024
96,12252,2095,2687,138,149,2205.0,2787.75,0.9653469324111938,0.9723138809204102,0,0,4032,3024
97,31378,656,1527,431,219,819.0,1559.25,0.9653239250183105,0.9531828761100769,0,0,4032,3024
98,24190,3297,1200,193,208,3339.0,1275.75,0.9653158187866211,0.9833483695983887,0,0,4032,3024
99,242165,2532,104,756,845,2961.0,614.25,0.9646750688552856,0.9804240465164185,0,0,4032,3024
100,42497,77,1678,411,236,189.0,1842.75,0.9645699858665466,0.9689686894416809,0,0,4032,3024
101,18850,238,1451,254,126,441.0,1559.25,0.9642118811607361,0.9801480770111084,0,0,4032,3024
102,9869,1652,0,45,305,1701.0,47.25,0.9636583924293518,0.9798697829246521,0,0,4032,3024
103,14558,270,1328,211,178,315.0,1464.75,0.963628351688385,0.975661039352417,0,0,4032,3024
104,375466,0,2017,1527,1001,315.0,2220.75,0.9623372554779053,0.9545677900314331,0,0,4032,3024
105,168071,2737,2321,954,484,3213.0,2787.75,0.9623136520385742,0.9581999778747559,0,0,4032,3024
106,10732,1432,1528,178,91,1575.0,1559.25,0.9622585773468018,0.9863165616989136,0,0,4032,3024
107,209362,2218,2595,1145,424,2331.0,2882.25,0.9620245695114136,0.9591609239578247,0,0,4032,3024
108,16318,750,493,175,138,819.0,519.75,0.9619908332824707,0.983281672000885,0,0,4032,3024
109,26969,485,1051,174,421,567.0,1370.25,0.9609465599060059,0.9523774981498718,0,0,4032,3024
110,31850,1188,858,272,192,1323.0,992.25,0.9608681201934814,0.9828090667724609,0,0,4032,3024
111,41078,2055,1914,274,281,2205.0,2031.75,0.9603810906410217,0.9656335115432739,0,0,4032,3024
112,20099,221,298,219,214,315.0,425.25,0.9599979519844055,0.9831928610801697,0,0,4032,3024
113,99840,3771,0,260,779,3843.0,425.25,0.9599164724349976,0.975936770439148,0,0,4032,3024
114,75649,257,18,466,600,693.0,614.25,0.9592869281768799,0.96812903881073,0,0,4032,3024
115,19013,3928,1787,103,304,3969.0,1937.25,0.9592148065567017,0.9826975464820862,0,0,4032,3024
116,14191,1110,0,300,136,1197.0,47.25,0.9589377045631409,0.9729598164558411,0,0,4032,3024
117,8458,2252,0,160,113,2331.0,47.25,0.9581776857376099,0.9811585545539856,0,0,4032,3024
118,16474,2560,940,249,157,2709.0,992.25,0.9580080509185791,0.9694638252258301,0,0,4032,3024
119,9774,1771,1975,169,112,1827.0,2031.75,0.9579958319664001,0.9683722853660583,0,0,4032,3024
120,11426,1893,759,85,210,1953.0,897.75,0.9577257037162781,0.983605146408081,0,0,4032,3024
121,13044,1125,1617,185,93,1197.0,1653.75,0.9572277069091797,0.9807882308959961,0,0,4032,3024
122,12265,778,1653,96,156,819.0,1748.25,0.9570296406745911,0.9845706224441528,0,0,4032,3024
123,8587,520,245,123,122,567.0,330.75,0.9557861089706421,0.9801774621009827,0,0,4032,3024
124,17492,0,1607,178,134,63.0,1653.75,0.9555648565292358,0.9747785329818726,0,0,4032,3024
125,10606,869,1431,119,137,945.0,1464.75,0.9552682042121887,0.9815956354141235,0,0,4032,3024
126,41939,2428,744,408,349,2709.0,897.75,0.9551810026168823,0.9622244834899902,0,0,4032,3024
127,36477,0,1251,222,340,63.0,1370.25,0.9545189142227173,0.9692025780677795,0,0,4032,3024
128,99928,3596,0,435,891,3843.0,330.75,0.9535596370697021,0.9768189191818237,0,0,4032,3024
129,424891,2825,913,786,1267,2961.0,1653.75,0.9532879590988159,0.9509022235870361,0,0,4032,3024
