id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,159608,405,80,758,468,945.0,519.75,1.0177431106567383,0.9595589637756348,0,0,4032,3024
1,587288,2859,2203,1172,661,3843.0,2693.25,1.015106439590454,0.9807878732681274,0,0,4032,3024
2,156552,3205,1470,562,681,3591.0,1842.75,1.0089231729507446,0.9872888326644897,0,0,4032,3024
3,590502,2856,1532,1175,1332,3339.0,2693.25,1.0033453702926636,0.9851248264312744,0,0,4032,3024
4,590368,2507,2202,1524,785,3969.0,2504.25,1.0026781558990479,0.9854450821876526,0,0,4032,3024
5,19570,3708,0,119,289,3717.0,47.25,1.0016018152236938,0.9892697334289551,0,0,4032,3024
6,202627,2444,2562,762,458,2835.0,2598.75,1.0011712312698364,0.9887821674346924,0,0,4032,3024
7,223762,0,346,954,426,567.0,425.25,1.000864863395691,0.982813835144043,0,0,4032,3024
8,131674,3476,1626,555,556,3969.0,1842.75,1.0006219148635864,0.9904609322547913,0,0,4032,3024
9,236304,56,1733,311,1282,189.0,2882.25,0.9985013008117676,0.9825465083122253,0,0,4032,3024
10,33050,3853,1926,178,274,3969.0,2126.25,0.9977707862854004,0.9880261421203613,0,0,4032,3024
11,97007,2972,1251,585,368,3087.0,1559.25,0.9970837235450745,0.9883798360824585,0,0,4032,3024
12,18944,3247,0,184,150,3339.0,47.25,0.9963809847831726,0.9933189749717712,0,0,4032,3024
13,48019,2951,1875,159,513,2961.0,1937.25,0.9950259327888489,0.9865314960479736,0,0,4032,3024
14,29353,2966,144,140,331,3087.0,236.25,0.9947338700294495,0.9903011322021484,0,0,4032,3024
15,47438,1552,1919,269,416,1701.0,2031.75,0.9935700297355652,0.9874059557914734,0,0,4032,3024
16,90186,1744,0,497,341,2079.0,47.25,0.9924437999725342,0.9805036783218384,0,0,4032,3024
17,237022,59,1735,786,1278,315.0,1937.25,0.9921432733535767,0.9682934284210205,0,0,4032,3024
18,38856,3264,2851,343,169,3339.0,2882.25,0.991967499256134,0.9850853085517883,0,0,4032,3024
19,49350,1294,1880,290,276,1449.0,2126.25,0.9911525845527649,0.9877564907073975,0,0,4032,3024
20,31871,1718,209,298,185,1827.0,236.25,0.9898131489753723,0.9865041971206665,0,0,4032,3024
21,24660,513,1363,247,179,693.0,1464.75,0.9895265698432922,0.9885877966880798,0,0,4032,3024
22,68396,2258,1794,595,347,2457.0,1937.25,0.9894717335700989,0.9828882813453674,0,0,4032,3024
23,45847,2977,92,505,352,3087.0,141.75,0.989143431186676,0.9810097813606262,0,0,4032,3024
24,233364,1774,0,1038,758,2079.0,330.75,0.9890689849853516,0.9601755142211914,0,0,4032,3024
25,26031,2361,2311,246,156,2457.0,2409.75,0.9883130192756653,0.9911277890205383,0,0,4032,3024
26,58868,2658,1129,369,345,2835.0,1370.25,0.9878737926483154,0.9817370772361755,0,0,4032,3024
27,260632,350,1794,506,1223,693.0,2693.25,0.9874221682548523,0.9802324175834656,0,0,4032,3024
