id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,113737,3603,0,366,539,3717.0,236.25,1.0092027187347412,0.9923188090324402,0,0,4032,3024
1,254733,3144,2661,887,358,3213.0,2976.75,1.0054118633270264,0.9900599718093872,0,0,4032,3024
2,163948,3510,1952,521,631,3717.0,2504.25,1.005144476890564,0.9909595847129822,0,0,4032,3024
3,38248,3828,2376,203,302,3843.0,2598.75,1.0048587322235107,0.9910207986831665,0,0,4032,3024
4,109693,3268,1665,623,373,3465.0,1937.25,1.0039108991622925,0.9892715811729431,0,0,4032,3024
5,57158,3386,0,246,363,3591.0,141.75,1.0035932064056396,0.9894713163375854,0,0,4032,3024
6,167127,914,296,782,295,1449.0,330.75,1.0019909143447876,0.986339807510376,0,0,4032,3024
7,75650,103,222,446,393,441.0,425.25,1.0005161762237549,0.986136257648468,0,0,4032,3024
8,57989,197,633,162,473,315.0,708.75,0.998645007610321,0.9894679188728333,0,0,4032,3024
9,232292,359,972,1084,406,1071.0,1086.75,0.9975550174713135,0.9851357936859131,0,0,4032,3024
10,422001,2357,228,1113,1106,2709.0,803.25,0.9959492683410645,0.9803871512413025,0,0,4032,3024
11,191934,847,646,800,575,1197.0,708.75,0.9949160218238831,0.9818441867828369,0,0,4032,3024
12,36520,3463,433,318,352,3591.0,519.75,0.9942119121551514,0.9835958480834961,0,0,4032,3024
13,22789,639,0,241,128,819.0,47.25,0.9942055344581604,0.9895673990249634,0,0,4032,3024
14,221735,532,2042,439,976,819.0,2693.25,0.9940297603607178,0.9797045588493347,0,0,4032,3024
15,153695,1750,161,884,495,2331.0,236.25,0.993250846862793,0.9766843914985657,0,0,4032,3024
16,148216,2205,426,552,521,2709.0,708.75,0.9927403330802917,0.987654983997345,0,0,4032,3024
17,16830,0,377,126,247,63.0,425.25,0.991977334022522,0.9887169003486633,0,0,4032,3024
18,268363,1716,0,1331,450,1953.0,141.75,0.9919354319572449,0.9805351495742798,0,0,4032,3024
19,57215,477,1706,282,517,567.0,1842.75,0.991780161857605,0.9813601970672607,0,0,4032,3024
20,29892,3286,2025,445,188,3465.0,2126.25,0.9912123680114746,0.9846920371055603,0,0,4032,3024
21,136451,398,582,1035,266,819.0,614.25,0.9911126494407654,0.9809678196907043,0,0,4032,3024
22,127429,1209,2314,518,689,1575.0,2976.75,0.9909448623657227,0.9820346832275391,0,0,4032,3024
23,14950,3939,54,92,257,3969.0,141.75,0.9904548525810242,0.9904806017875671,0,0,4032,3024
24,28934,2801,373,240,186,2835.0,425.25,0.9903690218925476,0.9868208765983582,0,0,4032,3024
25,21348,2027,2793,131,230,2079.0,2882.25,0.9889640212059021,0.9880353808403015,0,0,4032,3024
26,13693,1022,935,164,132,1071.0,992.25,0.9885720610618591,0.9850627183914185,0,0,4032,3024
27,99078,2390,278,524,423,2583.0,519.75,0.9882891178131104,0.981301486492157,0,0,4032,3024
28,86875,3398,1469,633,244,3969.0,1653.75,0.987684965133667,0.9840693473815918,0,0,4032,3024
29,13797,3904,2211,127,206,3969.0,2409.75,0.9862942099571228,0.9817764163017273,0,0,4032,3024
30,173847,1501,748,793,488,1701.0,1086.75,0.9859510660171509,0.9744757413864136,0,0,4032,3024
31,46922,3089,1327,459,161,3213.0,1370.25,0.9858605861663818,0.9834277629852295,0,0,4032,3024
32,36317,16,1230,327,180,63.0,1370.25,0.985654890537262,0.9858677387237549,0,0,4032,3024
33,175548,788,1791,512,794,1071.0,2126.25,0.9839016795158386,0.9816337823867798,0,0,4032,3024
34,34257,801,1428,414,141,1071.0,1464.75,0.9837226867675781,0.979747474193573,0,0,4032,3024
35,9120,259,2288,89,138,315.0,2409.75,0.9832888841629028,0.9877902269363403,0,0,4032,3024
36,58936,3237,2264,180,589,3339.0,2409.75,0.9830194115638733,0.9798770546913147,0,0,4032,3024
37,51506,1891,1411,281,300,1953.0,1464.75,0.982261598110199,0.9670801758766174,0,0,4032,3024
38,473155,1591,1067,911,834,1827.0,1370.25,0.9821342825889587,0.973911702632904,0,0,4032,3024
39,15249,1723,42,183,119,1827.0,47.25,0.9821189045906067,0.9855496883392334,0,0,4032,3024
40,228169,3287,1112,744,599,3717.0,1464.75,0.9818705320358276,0.9692848920822144,0,0,4032,3024
41,11206,766,503,193,78,819.0,519.75,0.9816705584526062,0.9653356671333313,0,0,4032,3024
42,425784,1694,0,1359,655,1827.0,330.75,0.9814088344573975,0.9759232401847839,0,0,4032,3024
43,22801,728,1637,234,161,819.0,1653.75,0.9812707901000977,0.9862411022186279,0,0,4032,3024
44,10958,1251,0,179,86,1323.0,47.25,0.9801026582717896,0.9901043772697449,0,0,4032,3024
45,184428,216,1997,320,1021,441.0,2882.25,0.9795989990234375,0.97491055727005,0,0,4032,3024
46,17820,3057,891,138,221,3087.0,992.25,0.9794960618019104,0.9851203560829163,0,0,4032,3024
47,402160,2413,1312,843,855,2961.0,1842.75,0.9793958067893982,0.9603421688079834,0,0,4032,3024
48,55063,1046,0,245,300,1071.0,141.75,0.9784581065177917,0.9799435138702393,0,0,4032,3024
49,424155,950,0,2090,656,2583.0,141.75,0.9784258604049683,0.9701911807060242,0,0,4032,3024
50,23873,303,1421,376,121,441.0,1464.75,0.9783119559288025,0.9820680022239685,0,0,4032,3024
51,31788,643,1750,171,298,693.0,1842.75,0.9779234528541565,0.9815143942832947,0,0,4032,3024
52,32671,1990,2682,168,341,2079.0,2976.75,0.9778009653091431,0.9815353751182556,0,0,4032,3024
53,119136,2924,0,421,453,3339.0,236.25,0.9775860905647278,0.9751177430152893,0,0,4032,3024
54,56056,2924,37,247,418,3087.0,330.75,0.9773716926574707,0.9822840094566345,0,0,4032,3024
55,30685,511,1521,418,159,693.0,1559.25,0.9770347476005554,0.9759796261787415,0,0,4032,3024
56,23938,2594,2713,255,143,2709.0,2787.75,0.9770216941833496,0.9851068258285522,0,0,4032,3024
