id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,165532,3424,1455,586,676,3465.0,2126.25,1.0129308700561523,0.9806820154190063,0,0,4032,3024
1,206178,2664,2552,768,467,2709.0,2976.75,1.011974573135376,0.979884684085846,0,0,4032,3024
2,513663,3083,2207,948,664,3591.0,2315.25,1.0082470178604126,0.9870671629905701,0,0,4032,3024
3,68260,3723,1780,308,409,3843.0,2126.25,1.0082157850265503,0.9907398223876953,0,0,4032,3024
4,513943,2718,2206,1313,807,3969.0,2315.25,1.0050755739212036,0.9848507642745972,0,0,4032,3024
5,50232,954,748,259,314,1071.0,992.25,1.0023670196533203,0.9897031784057617,0,0,4032,3024
6,116697,1220,2051,513,640,1449.0,2598.75,1.0014779567718506,0.9816523790359497,0,0,4032,3024
7,215256,345,372,1005,413,693.0,425.25,1.0002071857452393,0.9852024912834167,0,0,4032,3024
8,93136,3309,1059,722,241,3465.0,1181.25,0.9980377554893494,0.9857693910598755,0,0,4032,3024
9,149602,782,107,746,442,1449.0,330.75,0.997717022895813,0.9800279140472412,0,0,4032,3024
10,99846,3185,1249,600,374,3213.0,1559.25,0.997144341468811,0.9902428984642029,0,0,4032,3024
11,43732,837,0,632,92,945.0,47.25,0.9936510920524597,0.9861937165260315,0,0,4032,3024
12,46642,1605,1889,278,260,1827.0,2031.75,0.9928094148635864,0.9872581362724304,0,0,4032,3024
13,60699,161,368,152,539,315.0,519.75,0.9924120903015137,0.9854097962379456,0,0,4032,3024
14,17567,3475,0,183,142,3591.0,47.25,0.9923281669616699,0.9920625686645508,0,0,4032,3024
15,69223,2450,1800,585,347,2583.0,1937.25,0.9920734763145447,0.9788015484809875,0,0,4032,3024
16,49789,3165,1881,174,512,3213.0,2031.75,0.9907311201095581,0.9858644008636475,0,0,4032,3024
17,38933,249,1441,147,352,315.0,1748.25,0.9901527762413025,0.9878244996070862,0,0,4032,3024
18,228538,257,1776,307,1235,441.0,1842.75,0.9901312589645386,0.9782809019088745,0,0,4032,3024
19,16746,3928,0,103,259,3969.0,141.75,0.989848256111145,0.9872342944145203,0,0,4032,3024
20,52060,472,1454,293,478,567.0,1653.75,0.9888191223144531,0.9836174845695496,0,0,4032,3024
21,26900,2561,2312,252,160,2709.0,2409.75,0.9877875447273254,0.9888662695884705,0,0,4032,3024
22,97393,2076,0,500,346,2205.0,47.25,0.987747073173523,0.984397292137146,0,0,4032,3024
23,45713,866,1272,354,210,945.0,1370.25,0.9876500368118286,0.9861596822738647,0,0,4032,3024
24,29388,3156,143,131,318,3213.0,425.25,0.987548291683197,0.9901758432388306,0,0,4032,3024
25,48755,3181,86,498,349,3339.0,141.75,0.9870157837867737,0.9798234105110168,0,0,4032,3024
26,21171,2029,2524,127,259,2079.0,2598.75,0.9865353107452393,0.9833716154098511,0,0,4032,3024
27,18567,1258,1779,182,172,1323.0,1842.75,0.9862774610519409,0.987313985824585,0,0,4032,3024
28,109186,931,1467,720,429,1449.0,1842.75,0.9858377575874329,0.9658712148666382,0,0,4032,3024
29,185676,2534,1925,698,439,2835.0,2315.25,0.9856627583503723,0.9812334775924683,0,0,4032,3024
30,88681,893,2229,310,643,945.0,2315.25,0.9851984977722168,0.9779482483863831,0,0,4032,3024
31,25928,382,1465,99,347,441.0,1559.25,0.9851005673408508,0.985796332359314,0,0,4032,3024
32,30042,1800,2018,196,319,1827.0,2126.25,0.9850357174873352,0.9861510396003723,0,0,4032,3024
33,40260,3472,2860,345,160,3717.0,2882.25,0.984825611114502,0.9823464155197144,0,0,4032,3024
34,256617,531,1767,520,1249,945.0,2598.75,0.984470009803772,0.9760854840278625,0,0,4032,3024
35,78528,2738,282,306,599,2961.0,708.75,0.9836796522140503,0.9688820242881775,0,0,4032,3024
36,158399,770,1577,531,718,1071.0,1842.75,0.9829886555671692,0.9793329834938049,0,0,4032,3024
37,111500,3205,768,734,352,3843.0,1086.75,0.982718288898468,0.9617279171943665,0,0,4032,3024
38,59276,2866,1129,354,349,2961.0,1370.25,0.9826231002807617,0.9800698161125183,0,0,4032,3024
39,57173,2001,2769,309,251,2079.0,2882.25,0.9820124506950378,0.9814743995666504,0,0,4032,3024
40,22602,717,1378,232,173,819.0,1464.75,0.9813323020935059,0.9874647855758667,0,0,4032,3024
41,35410,3045,971,381,138,3339.0,1086.75,0.9812905788421631,0.9854532480239868,0,0,4032,3024
42,43315,3130,1159,186,354,3213.0,1275.75,0.9808029532432556,0.9856072068214417,0,0,4032,3024
43,7994,2120,156,157,107,2205.0,236.25,0.9804691076278687,0.9809216856956482,0,0,4032,3024
44,156613,1987,1800,659,438,2583.0,1842.75,0.9802166819572449,0.9566493630409241,0,0,4032,3024
45,10689,1985,2415,122,152,2079.0,2504.25,0.9801671504974365,0.9837842583656311,0,0,4032,3024
46,37748,0,1271,413,157,63.0,1275.75,0.9797816276550293,0.9835032224655151,0,0,4032,3024
47,33008,8,1008,313,179,189.0,1086.75,0.9795109033584595,0.9839203953742981,0,0,4032,3024
48,31143,791,1171,394,130,945.0,1181.25,0.9792599678039551,0.983095645904541,0,0,4032,3024
49,10006,3968,2803,63,220,3969.0,2976.75,0.9792196154594421,0.9865978360176086,0,0,4032,3024
50,7869,2257,2920,124,103,2331.0,2976.75,0.9790849685668945,0.9863722324371338,0,0,4032,3024
51,55169,3091,364,163,514,3087.0,425.25,0.9786413908004761,0.9668461084365845,0,0,4032,3024
52,10317,999,1402,171,81,1071.0,1464.75,0.9782483577728271,0.9856634140014648,0,0,4032,3024
53,198063,1987,1801,1002,438,2457.0,2031.75,0.9780316352844238,0.9709509015083313,0,0,4032,3024
54,50067,59,0,358,282,189.0,47.25,0.9778661727905273,0.9834663271903992,0,0,4032,3024
55,26044,2999,16,188,351,3087.0,236.25,0.9774962663650513,0.984837532043457,0,0,4032,3024
56,27430,3213,1624,423,205,3339.0,1748.25,0.9771192669868469,0.9820506572723389,0,0,4032,3024
57,12659,596,2930,195,93,693.0,2976.75,0.9764320850372314,0.9878393411636353,0,0,4032,3024
58,10949,549,1406,76,183,567.0,1464.75,0.9760067462921143,0.9857557415962219,0,0,4032,3024
59,56548,0,1717,295,465,63.0,1842.75,0.975727915763855,0.9798816442489624,0,0,4032,3024
60,27005,2107,163,249,254,2331.0,330.75,0.9748945832252502,0.9675436019897461,0,0,4032,3024
61,43611,0,1412,353,240,189.0,1559.25,0.974736213684082,0.9731815457344055,0,0,4032,3024
62,31299,1986,2416,169,366,2079.0,2598.75,0.9745558500289917,0.9809942245483398,0,0,4032,3024
63,50964,1744,0,298,287,1953.0,47.25,0.974507212638855,0.9844063520431519,0,0,4032,3024
64,31623,704,717,171,418,819.0,897.75,0.9742891788482666,0.9791380167007446,0,0,4032,3024
65,14675,30,381,157,171,63.0,425.25,0.9731386303901672,0.9842482209205627,0,0,4032,3024
66,31009,385,830,276,329,567.0,992.25,0.9728219509124756,0.9766722917556763,0,0,4032,3024
67,28614,86,231,240,180,189.0,330.75,0.9722774624824524,0.9841187000274658,0,0,4032,3024
68,31717,964,1662,299,338,1197.0,1937.25,0.9722170829772949,0.9810413122177124,0,0,4032,3024
69,10215,2034,1335,175,88,2079.0,1370.25,0.9717164039611816,0.982631504535675,0,0,4032,3024
70,29154,1125,1309,356,275,1323.0,1559.25,0.9716141223907471,0.980137825012207,0,0,4032,3024
71,15656,2140,1212,144,207,2205.0,1370.25,0.9713221788406372,0.9769555926322937,0,0,4032,3024
72,12756,1177,1719,127,164,1197.0,1748.25,0.9709712862968445,0.9812771677970886,0,0,4032,3024
73,240822,2130,0,1046,746,3087.0,47.25,0.9705349206924438,0.9519599080085754,0,0,4032,3024
74,130636,366,72,988,276,567.0,141.75,0.9703366756439209,0.9753469824790955,0,0,4032,3024
75,364411,2101,2249,967,769,2457.0,2315.25,0.970076322555542,0.9506971836090088,0,0,4032,3024
76,3332,283,2362,66,62,315.0,2409.75,0.9699077606201172,0.9904420375823975,0,0,4032,3024
77,18110,3316,1188,182,161,3465.0,1275.75,0.9697158336639404,0.9841774106025696,0,0,4032,3024
78,14615,119,1213,238,113,189.0,1275.75,0.9693678617477417,0.9780710935592651,0,0,4032,3024
79,131731,778,1871,424,1002,1071.0,2693.25,0.9688721895217896,0.9746376872062683,0,0,4032,3024
80,39045,1775,690,267,256,1953.0,803.25,0.9687047600746155,0.9533378481864929,0,0,4032,3024
81,37684,3053,1618,311,211,3339.0,1653.75,0.9685859680175781,0.9768161773681641,0,0,4032,3024
82,22814,301,1168,354,105,567.0,1181.25,0.9683359861373901,0.9796139597892761,0,0,4032,3024
83,26684,2919,1377,172,270,3087.0,1464.75,0.9678481817245483,0.9797084331512451,0,0,4032,3024
84,30364,633,1515,179,267,693.0,1653.75,0.9673519134521484,0.9745481610298157,0,0,4032,3024
85,52572,1843,1268,296,317,2079.0,1464.75,0.9673276543617249,0.9685160517692566,0,0,4032,3024
86,90780,1126,504,401,453,1323.0,708.75,0.9672879576683044,0.9529210925102234,0,0,4032,3024
87,29030,510,1245,406,167,567.0,1370.25,0.9666207432746887,0.9733827114105225,0,0,4032,3024
88,27286,1904,1532,171,252,1953.0,1559.25,0.9662694334983826,0.9820922613143921,0,0,4032,3024
89,12505,625,1379,94,161,693.0,1464.75,0.9662448167800903,0.9836689233779907,0,0,4032,3024
90,165323,3309,1456,699,902,3843.0,1842.75,0.9642469882965088,0.9749407768249512,0,0,4032,3024
91,33866,1919,970,160,344,1953.0,1275.75,0.9642404317855835,0.9656694531440735,0,0,4032,3024
92,63759,2706,2372,398,426,2835.0,2504.25,0.9642157554626465,0.9709349870681763,0,0,4032,3024
93,26731,2790,1554,379,287,2961.0,1653.75,0.9639522433280945,0.9745446443557739,0,0,4032,3024
94,19960,0,59,232,194,63.0,141.75,0.9637945890426636,0.9781069159507751,0,0,4032,3024
95,514456,2252,155,849,1286,2835.0,1086.75,0.9635981321334839,0.9576229453086853,0,0,4032,3024
96,5239,3071,1545,96,92,3087.0,1559.25,0.9632630944252014,0.9721647500991821,0,0,4032,3024
97,14151,3764,1295,267,143,3969.0,1370.25,0.962140679359436,0.9737759828567505,0,0,4032,3024
98,36484,1609,1164,237,280,1701.0,1275.75,0.9617869853973389,0.9578896760940552,0,0,4032,3024
99,18887,598,2931,299,92,819.0,2976.75,0.9597513675689697,0.9729348421096802,0,0,4032,3024
100,24352,1124,1400,257,183,1197.0,1464.75,0.9592736959457397,0.9790149927139282,0,0,4032,3024
101,7073,3699,1947,115,113,3717.0,2031.75,0.9579524993896484,0.9804003834724426,0,0,4032,3024
102,2606,1907,2663,62,49,1953.0,2693.25,0.9579134583473206,0.9847618937492371,0,0,4032,3024
103,11680,357,910,100,211,441.0,992.25,0.9576014876365662,0.9825857877731323,0,0,4032,3024
104,228255,261,1764,756,1245,567.0,2126.25,0.9565006494522095,0.9619759321212769,0,0,4032,3024
105,56313,1055,2856,385,164,1197.0,2976.75,0.9564505815505981,0.9814957976341248,0,0,4032,3024
106,8691,3748,2048,283,153,3969.0,2126.25,0.9550988078117371,0.9677565097808838,0,0,4032,3024
107,104404,350,375,998,241,819.0,519.75,0.9550195932388306,0.9571666717529297,0,0,4032,3024
108,204459,3196,771,835,798,3465.0,897.75,0.9546306133270264,0.958921492099762,0,0,4032,3024
109,11274,818,322,151,108,945.0,330.75,0.9544596076011658,0.9756289720535278,0,0,4032,3024
110,22939,2760,1680,268,124,2961.0,1748.25,0.9535788893699646,0.9658925533294678,0,0,4032,3024
