id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,582261,2904,2394,1127,624,3969.0,2976.75,1.0104048252105713,0.9878798723220825,0,0,4032,3024
1,117753,3550,1870,481,519,3717.0,2126.25,1.0072782039642334,0.991417407989502,0,0,4032,3024
2,79923,1262,1185,319,362,1449.0,1464.75,1.006902813911438,0.9734759330749512,0,0,4032,3024
3,55054,3348,0,282,316,3465.0,236.25,1.0068373680114746,0.9921121597290039,0,0,4032,3024
4,165291,3268,1639,592,680,3591.0,2126.25,1.0062553882598877,0.9881407022476196,0,0,4032,3024
5,43085,3730,0,204,437,3843.0,330.75,1.0050393342971802,0.9879593253135681,0,0,4032,3024
6,230203,0,564,1005,423,315.0,614.25,0.9988937973976135,0.9866567850112915,0,0,4032,3024
7,101155,3038,1426,605,368,3213.0,1559.25,0.9977303147315979,0.9884352684020996,0,0,4032,3024
8,85825,1350,0,567,304,1701.0,141.75,0.9976353049278259,0.9867507815361023,0,0,4032,3024
9,174060,462,280,780,510,693.0,519.75,0.9974226355552673,0.9871081709861755,0,0,4032,3024
10,41594,3009,1320,191,336,3087.0,1370.25,0.9963737726211548,0.9810363054275513,0,0,4032,3024
11,224799,83,1800,322,1219,315.0,1842.75,0.9953063130378723,0.9770936369895935,0,0,4032,3024
12,85642,1660,1035,320,363,1701.0,1275.75,0.9951504468917847,0.9683406949043274,0,0,4032,3024
13,225285,83,1803,777,1216,189.0,2315.25,0.9947634935379028,0.962903618812561,0,0,4032,3024
14,139686,629,0,676,266,819.0,236.25,0.9944883584976196,0.9886388778686523,0,0,4032,3024
15,248751,397,1918,475,1099,693.0,2693.25,0.9944498538970947,0.9832953810691833,0,0,4032,3024
16,51349,3014,2040,157,541,3087.0,2409.75,0.9943626523017883,0.9869003891944885,0,0,4032,3024
17,356666,1828,0,1198,1038,2457.0,519.75,0.994278073310852,0.9704463481903076,0,0,4032,3024
18,84193,2601,2733,512,288,2961.0,2976.75,0.9940125346183777,0.9827764630317688,0,0,4032,3024
19,56717,306,1524,288,513,315.0,1559.25,0.993981659412384,0.9799587726593018,0,0,4032,3024
20,67190,2309,1945,613,342,2457.0,2126.25,0.9932749271392822,0.9814080595970154,0,0,4032,3024
21,28383,3064,282,135,316,3087.0,519.75,0.9922291040420532,0.9875402450561523,0,0,4032,3024
22,36828,987,329,295,215,1197.0,330.75,0.9920875430107117,0.9832512140274048,0,0,4032,3024
23,38676,1319,2142,285,223,1575.0,2220.75,0.9916064143180847,0.9882794618606567,0,0,4032,3024
24,45568,3082,235,496,358,3339.0,330.75,0.9911246299743652,0.9813191890716553,0,0,4032,3024
25,125278,1070,2149,516,665,1197.0,2220.75,0.989543080329895,0.9827163219451904,0,0,4032,3024
26,24981,563,1461,248,176,693.0,1559.25,0.989149808883667,0.9892879724502563,0,0,4032,3024
27,25307,2406,2478,249,149,2457.0,2598.75,0.9874306917190552,0.9890356063842773,0,0,4032,3024
28,167923,645,1647,506,755,819.0,2126.25,0.9873323440551758,0.9825454354286194,0,0,4032,3024
29,22360,523,491,218,150,693.0,614.25,0.9870613813400269,0.9870706796646118,0,0,4032,3024
30,60913,1468,112,340,398,1575.0,330.75,0.9865143299102783,0.9819592833518982,0,0,4032,3024
31,139262,1799,40,527,523,2205.0,330.75,0.9864684343338013,0.9824893474578857,0,0,4032,3024
32,16090,2464,1889,193,143,2583.0,1937.25,0.9861114025115967,0.9862447381019592,0,0,4032,3024
33,63941,1749,49,346,672,1953.0,708.75,0.9851298332214355,0.976534903049469,0,0,4032,3024
34,19908,0,1790,135,230,63.0,1937.25,0.9850378036499023,0.9871231913566589,0,0,4032,3024
35,23239,20,702,137,247,63.0,897.75,0.9849382638931274,0.987169086933136,0,0,4032,3024
36,19934,1907,2639,125,259,1953.0,2787.75,0.9834443926811218,0.9822956323623657,0,0,4032,3024
37,59216,2734,1283,363,334,2835.0,1559.25,0.9828359484672546,0.9798118472099304,0,0,4032,3024
38,27155,3073,1794,420,198,3213.0,1842.75,0.9827259182929993,0.9831337332725525,0,0,4032,3024
39,105607,3159,1231,827,343,3843.0,1464.75,0.9827054142951965,0.9730194211006165,0,0,4032,3024
40,142122,82,0,1224,499,1197.0,47.25,0.9814138412475586,0.9693567156791687,0,0,4032,3024
41,34066,490,1580,178,296,567.0,1653.75,0.9811957478523254,0.9859212636947632,0,0,4032,3024
42,49202,2988,498,162,416,3087.0,897.75,0.9810694456100464,0.982767641544342,0,0,4032,3024
43,28550,2338,0,251,172,2457.0,141.75,0.9807373285293579,0.9839068651199341,0,0,4032,3024
44,30154,1870,2527,162,369,1953.0,2787.75,0.9800640344619751,0.9790046811103821,0,0,4032,3024
45,35310,1622,2141,240,318,1827.0,2315.25,0.9787505269050598,0.9800453782081604,0,0,4032,3024
46,18899,0,1388,244,127,189.0,1464.75,0.9779027700424194,0.9826411008834839,0,0,4032,3024
47,12009,393,1491,79,199,441.0,1559.25,0.9774247407913208,0.985698938369751,0,0,4032,3024
48,24937,123,1250,389,106,315.0,1275.75,0.9773991107940674,0.9847164154052734,0,0,4032,3024
49,185381,2369,2089,698,446,2709.0,2220.75,0.977330207824707,0.9514600038528442,0,0,4032,3024
50,124787,3081,914,740,409,3591.0,1086.75,0.9768358469009399,0.9747272729873657,0,0,4032,3024
51,7534,3081,0,111,103,3087.0,47.25,0.9765357971191406,0.9791009426116943,0,0,4032,3024
52,30088,341,1336,419,167,441.0,1464.75,0.976456880569458,0.9780378937721252,0,0,4032,3024
53,62966,1748,418,349,302,1953.0,519.75,0.9764083623886108,0.98188316822052,0,0,4032,3024
54,140968,1915,2057,949,323,2457.0,2315.25,0.9763375520706177,0.9731439352035522,0,0,4032,3024
55,127028,69,236,1018,274,441.0,425.25,0.9760874509811401,0.9748875498771667,0,0,4032,3024
56,10417,1868,2525,117,149,1953.0,2598.75,0.9754577875137329,0.9852212071418762,0,0,4032,3024
57,43361,1418,953,273,269,1575.0,1181.25,0.9748674035072327,0.9519363045692444,0,0,4032,3024
58,7191,139,2160,80,127,189.0,2220.75,0.9744457006454468,0.9859290719032288,0,0,4032,3024
59,138290,633,1953,401,1044,693.0,2126.25,0.9738563299179077,0.9758611917495728,0,0,4032,3024
60,45516,2846,1120,460,147,3213.0,1181.25,0.973817765712738,0.9809227585792542,0,0,4032,3024
61,32735,233,904,288,339,441.0,1086.75,0.9737287163734436,0.9827382564544678,0,0,4032,3024
62,404162,1897,845,697,801,2079.0,1181.25,0.9735130071640015,0.9775062203407288,0,0,4032,3024
63,577768,2446,2384,1585,634,3087.0,2504.25,0.973274827003479,0.9834024310112,0,0,4032,3024
64,13688,3933,2225,98,205,3969.0,2315.25,0.9731305837631226,0.9860738515853882,0,0,4032,3024
65,30456,147,1316,613,188,693.0,1370.25,0.9729663133621216,0.977001428604126,0,0,4032,3024
66,38074,2505,789,184,348,2583.0,897.75,0.9729325771331787,0.9797924757003784,0,0,4032,3024
