id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,12737,2377,2561,139,154,2457.0,2693.25,1.0107958316802979,0.9667825698852539,0,0,4032,3024
1,16671,361,2609,118,182,441.0,2693.25,1.0073378086090088,0.9919403195381165,0,0,4032,3024
2,215312,1157,656,1017,404,1953.0,803.25,1.0041378736495972,0.9860110282897949,0,0,4032,3024
3,130542,3696,2516,335,504,3717.0,2787.75,1.004111886024475,0.9873790740966797,0,0,4032,3024
4,108350,2389,0,723,349,2709.0,47.25,1.003053069114685,0.9865257740020752,0,0,4032,3024
5,54800,327,311,167,544,441.0,425.25,1.0010018348693848,0.9889064431190491,0,0,4032,3024
6,236938,967,1888,509,1130,1071.0,2409.75,0.9983652830123901,0.979858934879303,0,0,4032,3024
7,24115,2421,2671,134,277,2457.0,2882.25,0.997385561466217,0.9864475131034851,0,0,4032,3024
8,160224,1553,360,764,483,2205.0,614.25,0.9966330528259277,0.9844989776611328,0,0,4032,3024
9,53037,674,548,142,491,693.0,897.75,0.9961941838264465,0.988416314125061,0,0,4032,3024
10,42570,3786,1556,245,277,3843.0,1748.25,0.996086061000824,0.9902320504188538,0,0,4032,3024
11,166567,1470,51,860,268,2079.0,236.25,0.995760977268219,0.988630473613739,0,0,4032,3024
12,66273,602,147,437,354,945.0,330.75,0.9951663017272949,0.9837039709091187,0,0,4032,3024
13,214220,1161,367,1013,692,2079.0,803.25,0.9946568012237549,0.9749864339828491,0,0,4032,3024
14,34329,1678,1008,200,264,1701.0,1181.25,0.9944850206375122,0.9899390935897827,0,0,4032,3024
15,175871,1377,1583,946,703,1701.0,1842.75,0.9937313199043274,0.9808971285820007,0,0,4032,3024
16,202379,716,1860,278,1157,945.0,2220.75,0.9932397603988647,0.9707415699958801,0,0,4032,3024
17,41092,0,50,393,149,315.0,141.75,0.9931012988090515,0.9875731468200684,0,0,4032,3024
